system:index,classification,.geo
1_2_408,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.8060818580377913,7.1070013878422085]}"
1_2_409,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.298198294664965,5.16616841578646]}"
1_2_410,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.375415810040344,5.480260745623227]}"
1_2_411,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.487491762535539,7.168955914514813]}"
1_2_412,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.227213430155563,5.441794706821516]}"
1_2_413,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.5456412747119703,5.240679141047415]}"
1_2_414,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.198306317355202,5.0623896175335465]}"
1_2_415,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.927889766923367,6.405522940709204]}"
1_2_416,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.761349944877981,6.163568112679068]}"
1_2_417,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.051719058586025,5.875976180180889]}"
1_2_418,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.309252927324055,5.950210262984023]}"
1_2_419,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.456471724593401,6.407589269355014]}"
1_2_420,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.404571013999196,5.92639337097463]}"
1_2_421,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.423978579595977,6.3330871575114775]}"
1_2_422,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.323548958165413,5.001090374032582]}"
1_2_423,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.088081407805864,6.022823528119883]}"
1_2_424,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.22709579295562,6.90806602060457]}"
1_2_425,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0115096546429645,5.443016334914993]}"
1_2_426,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.128732396803572,5.6802881477610745]}"
1_2_427,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3166012950303823,5.8935290332728405]}"
1_2_428,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.714591278432887,5.829898285049363]}"
1_2_429,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.226607839629948,6.222535113564185]}"
1_2_430,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.020535123143395,5.729481294580893]}"
1_2_431,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.407749397927729,5.428078181351979]}"
1_2_432,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.9955320421865905,5.375348560785822]}"
1_2_433,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.321211550194869,5.40710726535738]}"
1_2_434,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.038186176913527,6.682571657173277]}"
1_2_435,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.434708307020875,5.429332484489771]}"
1_2_436,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.739088151697027,5.611408219250819]}"
1_2_437,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.6610526802829124,6.468712255220733]}"
1_2_438,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.778744423095919,6.453100755739724]}"
1_2_439,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.747964024234394,5.545854474218788]}"
1_2_440,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.296359636204441,5.595959057656776]}"
1_2_441,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.153333963880424,6.140742338357128]}"
1_2_442,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.337757484429789,5.92083612528328]}"
1_2_443,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.162697642657198,6.964145951448384]}"
1_2_444,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.256803960878845,5.0701363248492095]}"
1_2_445,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.069751572154073,5.303580376774541]}"
1_2_446,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.769863463747101,7.024071356157528]}"
1_2_447,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.4409068831643435,4.881438492330756]}"
1_2_448,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.215699586396929,6.953931784452392]}"
1_2_449,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.0871301936638025,5.725174268153644]}"
1_2_450,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.091334552533121,5.401937917173697]}"
1_2_451,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.550212017786047,4.901094541699813]}"
1_2_452,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.445313628192267,6.674842355581943]}"
1_2_453,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.438593334770917,5.6403675519436725]}"
1_2_454,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.40263860060842,5.642475607330083]}"
1_2_455,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.417323441207977,6.223625464081034]}"
1_2_456,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4457281394646984,5.464110260126272]}"
1_2_457,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.191670837255819,6.839551587413049]}"
1_2_458,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.391382972214381,5.754641050070107]}"
1_2_459,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.24571211125013,6.608220284637543]}"
1_2_460,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4089251754561207,5.636105403292159]}"
1_2_461,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.096784372061327,4.664250463915625]}"
1_2_462,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.485131643313262,6.045947260607923]}"
1_2_463,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.594572040901294,6.070369594475544]}"
1_2_464,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.841521401790479,5.552051363697346]}"
1_2_465,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9039177878970626,6.082564039690113]}"
1_2_466,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.026961963456523,7.876483176786419]}"
1_2_467,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.99822419581789,6.3930900947659515]}"
1_2_468,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.368135939500199,5.955011271617627]}"
1_2_469,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.190617554102529,6.630272516917943]}"
1_2_470,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.268958431172198,6.663109320234329]}"
1_2_471,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.457770690677649,6.283132940033382]}"
1_2_472,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.172393046761161,5.815070177943147]}"
1_2_473,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.631155215114743,6.546461681414208]}"
1_2_474,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.03563864452304,5.874710946503189]}"
1_2_475,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.336265515967876,4.6675010039552065]}"
1_2_476,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.262112986778057,7.161461601725612]}"
1_2_477,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.842856335107042,5.623212666276404]}"
1_2_478,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.6538921018155905,5.601103927806953]}"
1_2_479,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.031093906124934,6.514401163146798]}"
1_2_480,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.9788270307557045,5.56270097187572]}"
1_2_481,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.902712431907983,5.6658710494449345]}"
1_2_482,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.283504318274057,6.12005178983875]}"
1_2_483,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.562595440520962,5.494144802993135]}"
1_2_484,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.6926661549758273,7.1368532186608915]}"
1_2_485,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.332664615263629,6.812955296538883]}"
1_2_486,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.7477056000028846,5.140455995386762]}"
1_2_487,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.375802122718029,5.214985095777972]}"
1_2_488,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.4565633376697935,6.916457258638245]}"
1_2_489,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.411315497545049,5.9447586602601925]}"
1_2_490,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.107728473071057,5.872349652109375]}"
1_2_491,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.3087226649339065,4.89781901236451]}"
1_2_492,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4168799999351775,6.132641414972534]}"
1_2_493,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.695436135208227,6.821607383171005]}"
1_2_494,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2540682740430436,5.956827508102981]}"
1_2_495,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.430590056547361,5.657207772924961]}"
1_2_496,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.4411816144186815,5.408012848872508]}"
1_2_497,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.6376204860114285,5.4742504199428135]}"
1_2_498,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.918310635794088,5.875851179723038]}"
1_2_499,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.279129423157195,5.802271659308199]}"
1_2_500,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0543976025718953,5.540625482897434]}"
1_2_501,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4453322882503805,5.658060878881746]}"
1_2_502,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.686377958239739,6.489570951640598]}"
1_2_503,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1714499504564433,6.263132110290169]}"
1_2_504,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.319557601836303,6.953701265786928]}"
1_2_505,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.8531579154467925,5.505147721284017]}"
1_2_506,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.8252596658619584,6.942347943461144]}"
1_2_507,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.307017825953426,6.7076546292883705]}"
1_2_508,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.255801020757029,5.6905613007551255]}"
1_2_509,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.1646954911642275,6.694531189180652]}"
1_2_510,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8786608590787255,6.864393831055602]}"
1_2_511,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.846274186671625,6.270283101187814]}"
1_2_512,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.092588691796014,4.638557148138709]}"
1_2_513,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.5948286741860684,5.527303054112342]}"
1_2_514,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.640968515129619,7.643847590398855]}"
1_2_515,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.0157283480737,7.385281982914903]}"
1_2_516,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.584835526586084,5.40765446449121]}"
1_2_517,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.005423398528754,5.754340689270545]}"
1_2_518,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.151200063031272,4.9616932014063115]}"
1_2_519,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.904162464653484,6.058023271496678]}"
1_2_520,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.4015547536000765,6.720520780663357]}"
1_2_521,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.923158268445034,5.389399978357553]}"
1_2_522,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.376919573457791,5.519500670894866]}"
1_2_523,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1891214452853345,5.592976500022299]}"
1_2_524,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.158059052133179,6.046810994070053]}"
1_2_525,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.7206299923226935,7.008096681087616]}"
1_2_526,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.680320120021237,5.832868620019853]}"
1_2_527,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.207712882161062,6.949311419535295]}"
1_2_528,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.2456684469138297,5.858465254776749]}"
1_2_529,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.377249480874586,5.42597134687005]}"
1_2_530,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.1041864215734396,5.76994547821369]}"
1_2_531,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.323758340227561,4.738664838682705]}"
1_2_532,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.807070426476975,5.974986384270387]}"
1_2_533,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.92290068077115,4.989175103790105]}"
1_2_534,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.449948396039545,6.622773945591875]}"
1_2_535,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.366608610091822,5.551441517295787]}"
1_2_536,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.695782815490356,6.0595759513995375]}"
1_2_537,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.294499409086555,4.554989771229847]}"
1_2_538,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.524082769875771,6.006302766886486]}"
1_2_539,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.322823075948056,4.615712495407951]}"
1_2_540,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.068166738701072,7.0077424194163]}"
1_2_541,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.45395469084621,6.056486360187392]}"
1_2_542,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.494496102141575,5.628114748612401]}"
1_2_543,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.883248033973635,6.387923848133916]}"
1_2_544,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.406882818593705,4.993769174357255]}"
1_2_545,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.631723084841146,5.880107534341943]}"
1_2_546,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.956341949747976,6.855726213874213]}"
1_2_547,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.33254666783098,4.974058064842066]}"
1_2_548,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3528096218191594,6.544372600556036]}"
1_2_549,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.6849681840846786,5.716986846087075]}"
1_2_550,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.908932662059922,5.505477222138323]}"
1_2_551,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.930285077316122,5.061039254706132]}"
1_2_552,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.216151706102596,5.567575585364697]}"
1_2_553,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.524019672584378,5.757695345352638]}"
1_2_554,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.8174869654265855,4.730097717363005]}"
1_2_555,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.412578423453041,5.68692931105853]}"
1_2_556,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.583314226759013,5.481449980868676]}"
1_2_557,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.958625495889338,6.336772135150287]}"
1_2_558,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.455040801019571,5.923982327846623]}"
1_2_559,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.0727296612679895,5.860021141238424]}"
1_2_560,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.876182372777864,6.433611419073921]}"
1_2_561,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.353854699758459,5.533781655940529]}"
1_2_562,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.107964003912605,6.001234484632477]}"
1_2_563,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.2690985776741353,5.542104729331427]}"
1_2_564,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.664991051645256,5.440650223056976]}"
1_2_565,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.124922354361051,6.401524360353427]}"
1_2_566,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.073490397166703,7.027909184978257]}"
1_2_567,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.4236402840410936,6.642590688540895]}"
1_2_568,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0133178687089766,5.567857683146405]}"
1_2_569,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.2604746495593675,7.222049073062891]}"
1_2_570,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.302674298451196,6.452731685424586]}"
1_2_571,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.254364308735094,4.624156609504382]}"
1_2_572,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.738385267134796,5.890958825303924]}"
1_2_573,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.9209845779545,6.544822906937403]}"
1_2_574,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.451859557359099,6.290737979163487]}"
1_2_575,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.542423173929106,5.9848452832389825]}"
1_2_576,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.428278456500053,5.6869538203549945]}"
1_2_577,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.4408237276014635,5.283793295988942]}"
1_2_578,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.793704357291162,5.979823959225416]}"
1_2_579,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.108935370060803,6.897844806501472]}"
1_2_580,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.06218888029181,5.987532131837461]}"
1_2_581,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.392214951452445,5.425886834164954]}"
1_2_582,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.522543469062413,5.4925078768059725]}"
1_2_583,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.369632996428469,5.3473377091940515]}"
1_2_584,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.453944374704316,6.196287191388777]}"
1_2_585,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.456315287545687,5.145261087861212]}"
1_2_586,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.9702475256593597,5.6017812779111]}"
1_2_587,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.267746598192249,6.1813177409991065]}"
1_2_588,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.936096446554679,5.441534649929435]}"
1_2_589,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.442725351848913,6.371450297529352]}"
1_2_590,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.666865051362608,5.731343235323955]}"
1_2_591,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.247633264218917,4.686088200168458]}"
1_2_592,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.505198832266728,6.246268365348544]}"
1_2_593,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.722669459067374,6.308889873282787]}"
1_2_594,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.542827985064571,4.706414133079674]}"
1_2_595,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.1530322530299,5.432933746911491]}"
1_2_596,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.6290805599178935,6.276889901717012]}"
1_2_597,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.2138315845491885,5.531066944243189]}"
1_2_598,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.7923597780298133,6.46834366775479]}"
1_2_599,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.660853180208249,6.146446063110695]}"
1_2_600,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.9433435978189086,6.302200909208993]}"
1_2_601,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.220398725366962,5.780444266246086]}"
1_2_602,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.380828599050229,5.443195870728141]}"
1_2_603,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.0784433395161175,6.890436680564493]}"
1_2_604,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.329228441212728,6.879073784767317]}"
1_2_605,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.621573815050658,6.172489061997142]}"
1_2_606,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.090865841993172,5.661909470602896]}"
1_2_607,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.312731148706825,6.901727295661983]}"
1_2_608,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.6604642274562185,5.734436335717575]}"
1_2_609,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.735006150259297,5.075131183540381]}"
1_2_610,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.794488842422125,5.767138988457775]}"
1_2_611,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.007207233728111,6.597927163365268]}"
1_2_612,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.6702033224015285,6.1175293661539545]}"
1_2_613,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.817037983623297,6.2911978545345875]}"
1_2_614,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.368137130091713,5.541136600765608]}"
1_2_615,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.389856875075965,5.4756379137635465]}"
1_2_616,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.039466067234843,5.2998852276901784]}"
1_2_617,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.309225289015753,6.956790203731992]}"
1_2_618,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.2542675951403375,6.521538897683712]}"
1_2_619,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.017719798140782,6.291569104176217]}"
1_2_620,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.7268286383558693,5.895677744976068]}"
1_2_621,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.576873933522192,5.9951108052291175]}"
1_2_622,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.183128721728295,5.611893120674522]}"
1_2_623,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.431617107901159,6.954289467532831]}"
1_2_624,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.041293054330211,5.398938639250524]}"
1_2_625,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.974933837232833,4.793920460066726]}"
1_2_626,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.353589144348813,5.514197695967574]}"
1_2_627,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.316459321780768,6.291987047103331]}"
1_2_628,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.5781337423415165,5.053628315523949]}"
1_2_629,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.093491784947737,6.458865692507815]}"
1_2_630,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.419067283865363,5.568960825489673]}"
1_2_631,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.144256021239091,4.58483780494227]}"
1_2_632,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.136811575421065,5.927281117506803]}"
1_2_633,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4203008915871917,5.757677939916143]}"
1_2_634,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.554761801836256,5.281523186575251]}"
1_2_635,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3710138191756602,5.515001252625445]}"
1_2_636,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.696182087408166,5.945010558420666]}"
1_2_637,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.351993178313884,6.141010387540725]}"
1_2_638,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.268228034891658,7.527493444079467]}"
1_2_639,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.0230687135358645,5.221734696182825]}"
1_2_640,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.5675266219664254,5.767139130237821]}"
1_2_641,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.439205182212924,6.29419545756442]}"
1_2_642,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.871277127061358,6.136785386015231]}"
1_2_643,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.137772630808097,4.583251264923657]}"
1_2_644,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.588871223057968,5.70154226123138]}"
1_2_645,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.460159152986391,5.676380434755761]}"
1_2_646,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.339177977146013,5.51662059828663]}"
1_2_647,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.122984974325021,6.876255799824734]}"
1_2_648,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.590580366612397,5.633353418849389]}"
1_2_649,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.4548436149779524,6.327522088447762]}"
1_2_650,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.282504099841681,5.488502264582402]}"
1_2_651,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.090996261675395,6.6489036426489765]}"
1_2_652,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.8063803116308472,5.258256377098967]}"
1_2_653,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.945616103243461,6.5537372903344435]}"
1_2_654,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.22038229696523,5.516519668613579]}"
1_2_655,10,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.225864082365231,4.7882622820169445]}"
